k,silhouette,calinski_harabasz,nmi__label_safe_unsafe,ari__label_safe_unsafe,nmi__label_mistake_agent,ari__label_mistake_agent,nmi__label_unsafe_source,ari__label_unsafe_source
2,0.7682914874990091,599.9427509815484,0.299254054814868,0.2436486442616334,0.5133566693458268,0.5232963463515893,,
3,0.7735137732307666,898.5539258435936,0.2942566382542213,0.2379947856494355,0.5457148486746419,0.5351482479763343,,
4,0.7782633077933694,884.9540875758266,0.2947111909747699,0.2404498432408005,0.5375663499320871,0.5296093692048239,,
5,0.6862555214539572,1093.7841958573827,0.21967136547232682,0.2017259815808262,0.4998677101021835,0.5525200627288964,,
6,0.7688847520944145,1813.5410352769106,0.2686298543567884,0.26387035025354233,0.451523703612691,0.44617818040100843,,
8,0.8124046475261001,3315.1076945911027,0.3044092083964045,0.2816574452507835,0.5539148195986286,0.3874620592305222,,
10,0.8307576380209262,6012.620483683789,0.4761493268119268,0.4884109693057721,0.5140839347449928,0.3375626939268987,,
12,0.8568049129644181,12707.084831446591,0.5153989893450623,0.5100034220222993,0.4825622946885792,0.32529350834067683,,
