experiment,k,seed,label,silhouette,nmi,ari
aftraj_coding,10,42,label_mistake_agent,0.8307576380209262,0.5140839347449928,0.3375626939268987
aftraj_coding,10,7,label_mistake_agent,0.8307576380209262,0.5140839347449928,0.3375626939268987
aftraj_coding,10,100,label_mistake_agent,0.8307576380209262,0.5140839347449928,0.3375626939268987
aftraj_coding,10,137,label_mistake_agent,0.8307576380209262,0.5140839347449928,0.3375626939268987
aftraj_coding,10,2023,label_mistake_agent,0.8307576380209262,0.5140839347449929,0.3375626939268987
aftraj_coding,10,11,label_mistake_agent,0.8307576380209262,0.5140839347449927,0.3375626939268987
aftraj_coding,10,53,label_mistake_agent,0.8307576380209262,0.5140839347449927,0.3375626939268987
aftraj_coding,10,2027,label_mistake_agent,0.8307576380209262,0.5140839347449928,0.3375626939268987
aftraj_coding,10,314,label_mistake_agent,0.8307576380209262,0.5140839347449929,0.3375626939268987
aftraj_coding,10,911,label_mistake_agent,0.8307576380209262,0.5140839347449928,0.3375626939268987
